Label,Frequency
quantization parameters,1
scalable video,1
deblocking filters,1
deblocking filter,1
wyner-ziv video coding,1
wyner-ziv,1
wyner-ziv coding,1
coding efficiency,1
spatial scalability,1
macro block,1
video compression,1
error resilience,1
error concealment,1
multiple description coding,1
multiple description coding (mdc),1
scalable video coding,1
enhancement layers,1
base layers,1
scalable video coding (svc),1
rate-distortion optimization,1
rate distortion optimization,1
h.264/avc,1
rate control algorithms,1
dc coefficient,1
ac coefficients,1
transcoding,1
video-transcoding,1
video transcoding,1
video codecs,1
video codec,1
video encoder,1
video encodings,1
h.264,1
bit allocation,1
bit rates,1
clutches,1
dct coefficients,1
cosine transforms,1
compressed domain,1
image authentication,1
semi-fragile watermarking,1
fragile watermarking,1
fragile watermark,1
electric fault location,1
jpeg compression,1
image forensics,1
jpeg,1
blocking artifacts,1
host images,1
electric distortion,1
rate distortion,1
rate distortions,1
rate-distortion,1
lossless,1
lossless compression,1
lossless image compression,1
secret images,1
secret image sharing,1
pixel expansion,1
visual secret sharing,1
reversible data hiding,1
reversible watermarking,1
compression ratio,1
compression algorithms,1
lossy compressions,1
lossy compression,1
compression ratio (machinery),1
compression ratios,1
low-complexity,1
mimo detection,1
coding gains,1
coding gain,1
constraint programming,1
inference engines,1
distributed parameter networks,1
intelligent networks,1
dynamic bayesian network,1
dynamic bayesian networks,1
bayesian network structure,1
learning bayesian networks,1
structure-learning,1
structure learning,1
distribution of goods,1
distribution network,1
distribution networks,1
distributed control system,1
distributed control systems,1
mpi,1
openmp,1
collective communications,1
collective communication,1
infiniband,1
scientific applications,1
grid infrastructures,1
grid middleware,1
transactional memory,1
message passing interface,1
message passing interface (mpi),1
parallel application,1
parallel applications,1
filesystem,1
distributed file systems,1
hadoop,1
distributed file system,1
parallel file system,1
parallel file systems,1
file systems,1
file system,1
shared cache,1
memory hierarchy,1
data-intensive application,1
data-intensive applications,1
bayesian inference,1
posterior distributions,1
gibbs sampler,1
gibbs samplers,1
approximate inference,1
variational inference,1
non-parametric bayesian,1
fuzzy inference system (fis),1
type-2 fuzzy logic,1
type-2 fuzzy logic system,1
fuzzy inference systems,1
fuzzy inference system,1
adaptive neuro-fuzzy inference system,1
adaptive neuro-fuzzy inference system (anfis),1
fuzzy logic system,1
fuzzy logic systems,1
belief propagation,1
stereo matching algorithm,1
factor graphs,1
factor graph,1
graphical model,1
graphical models,1
estimation of distribution algorithms,1
estimation of distribution algorithm,1
probabilistic models,1
probabilistic model,1
intuitionistic fuzzy number,1
fuzzy association rule,1
fuzzy association rules,1
fuzzy random variable,1
fuzzy random variables,1
fuzzy classification,1
fuzzy classifiers,1
fuzzy classifier,1
attribute weight,1
fuzzy neural network (fnn),1
fuzzy neural networks,1
fuzzy neural network,1
medical computing,1
hospital data processing,1
records management,1
personal health record,1
personal health records,1
system theory,1
grey relational analysis,1
grey theory,1
grey systems,1
grey system,1
grey model,1
grey models,1
decision support system,1
decision support techniques,1
"decision support systems, clinical",1
data warehouses,1
warehouses,1
distribution centers,1
etl,1
materialized view,1
materialized views,1
data cube,1
data cubes,1
on-line analytical processing,1
online analytical processing,1
data warehouse,1
decision support systems,1
administrative data processing,1
enterprise resource management,1
process mining,1
process modeling,1
enterprise resource planning systems,1
business process management,1
agile,1
business process management (bpm),1
business process modeling,1
business process model,1
business process models,1
financial data processing,1
portfolio optimization,1
portfolio selection,1
portfolio managements,1
portfolio management,1
stock market,1
stock price,1
stock exchange,1
technical analysis,1
stock markets,1
financial market,1
financial markets,1
olap,1
supervisory personnel,1
knowledge discovery in database,1
knowledge discovery in databases,1
decision support system (dss),1
bayesian networks,1
bayesian classifier,1
bayesian classifiers,1
bayesian estimations,1
bayesian estimation,1
bayesian approaches,1
bayesian frameworks,1
bayesian framework,1
bayesian approach,1
bayesian,1
bayesian model,1
bayesian models,1
bayesian methods,1
bayesian method,1
markov chain monte carlo,1
markov chain monte carlo (mcmc),1
conditional probabilities,1
conditional probability,1
student modeling,1
student models,1
student model,1
particle filtering,1
variational methods,1
variational method,1
bayesian network,1
machine learning,1
back propagation neural networks,1
reinforcement learning,1
q-learning,1
action spaces,1
multi-agent learning,1
multiagent learning,1
function approximation,1
policy iteration,1
approximate dynamic programming,1
partially observable markov decision process,1
partially observable markov decision processes,1
value functions,1
value function,1
temporal difference learning,1
temporal differences,1
markov decision process (mdp),1
optimal policies,1
optimal policy,1
markov decision processes,1
markov decision process,1
reinforcement learning (rl),1
genetic algorithms,1
genetic programming,1
dna-computing,1
dna computing,1
evolutionary computation,1
evolutionary computations,1
genetic programming (gp),1
evolutionary algorithms,1
multi objective optimizations (moo),1
multi-objective optimization problem,1
nondominated solutions,1
multi-objective problem,1
pareto front,1
multi objective particle swarm optimization,1
pareto principle,1
nsga-ii,1
evolutionary multiobjective optimization,1
evolutionary multi-objective optimization,1
pareto frontiers,1
pareto optimal solutions,1
pareto-optimal solutions,1
pareto-optimality,1
pareto optimality,1
pareto-optimal,1
pareto optimal,1
pareto distribution,1
pareto distributions,1
multi-objective evolutionary algorithms,1
multi objective evolutionary algorithms,1
multi-objective evolutionary algorithm,1
multiobjective programming,1
multi-objective programming,1
particle swarm optimizers,1
particle swarm optimizer,1
multi-objective genetic algorithm,1
multi-objective genetic algorithms,1
multi-objective optimisation,1
multiobjective optimisation,1
flexible job-shop scheduling problem,1
total completion time,1
deteriorating jobs,1
memetic algorithms,1
memetic algorithm,1
evolutionary optimizations,1
evolutionary optimization,1
artificial bee colonies,1
artificial bee colony algorithms (abc),1
artificial bee colony algorithms,1
artificial bee colony algorithm,1
artificial bee colony,1
evolution strategies,1
evolution strategy,1
knapsack problem,1
knapsack problems,1
0-1 knapsack problem,1
multiobjective optimization,1
multi-objective optimization,1
premature convergence,1
self-adaptive,1
self-adaptive system,1
self-adaptive systems,1
crossover operator,1
crossover operators,1
numerical optimizations,1
numerical optimization,1
mutation operators,1
mutation operator,1
hybrid algorithms,1
hybrid algorithm,1
evolutionary strategies,1
evolutionary strategy,1
differential evolution,1
mutation operations,1
differential evolution (de),1
differential evolution algorithms,1
differential evolution algorithm,1
combinatorial optimization,1
multidisciplinary design optimization,1
integrality gaps,1
quadratic assignment problems,1
quadratic assignment problem,1
assignment problems,1
assignment problem,1
valid inequality,1
valid inequalities,1
grasp,1
combinatorial mathematics,1
combinatorial auctions,1
combinatorial auction,1
combinatorial problem,1
combinatorial problems,1
combinatorial algorithm,1
combinatorial algorithms,1
combinatorial circuits,1
computer aided logic design,1
tabu search,1
tabu search algorithms,1
tabu search algorithm,1
vehicle routing,1
pickups,1
sequence-dependent setup time,1
ant colony optimization,1
linear programming relaxation,1
vehicle routing problems,1
time windows,1
fleet operations,1
vehicle routing problem,1
submodular,1
bin packing,1
combinatorial optimization problems,1
swarm intelligence,1
fitness functions,1
fitness function,1
particle swarm algorithm,1
improved particle swarm optimization,1
improved particle swarm optimization algorithms,1
pso algorithms,1
pso algorithm,1
pso,1
particle swarm optimisation,1
penalty function,1
penalty functions,1
constrained optimi-zation problems,1
constrained optimization problems,1
evolutionary algorithm,1
simulated annealing,1
annealing,1
annealing temperatures,1
ion implantation,1
thermal-annealing,1
thermal annealing,1
simulated annealing algorithms,1
simulated annealing algorithm,1
gate dielectrics,1
organic thin film transistors,1
simulated annealing (sa),1
biomedical signal,1
biomedical signals,1
hybrid genetic algorithms,1
hybrid genetic algorithm,1
